Brand,Paddle Name,Price,Discount Code,Link to Paddle,Year Released,Approval Body,Shape,Face Material,Grit Type,Build Style,Paddle Type,Core Thickness (mm),Grip Length (in),Grip Size (in),Weight (oz),Swingweight,Swingweight Percentile,Twistweight,Twistweight Percentile,Balance Point (mm),Spin Rating,Spin (RPM),Power (MPH),Power Percentile,Pop (MPH),Pop Percentile,Firepower Percentile,Firepower Z,Firepower Z Tier
JOOLA,Scorpeus 3S (16mm),$279.95,N/A,https://a8qh.short.gy/S3S16,2024,UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,8.12,116,57%,7.23,93%,241,Very High,2011,56.2,67%,37.2,95%,81%,69,Firepower High
JOOLA,Scorpeus Pro IV (14mm),$279.95,N/A,https://a8qh.short.gy/S414,2025,USAP/UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4.125,8.16,111,23%,7.04,88%,237,Very High,2002,56.7,86%,36.4,64%,75%,70,Firepower High
JOOLA,Scorpeus Pro IV (16 mm),$279.95,N/A,https://a8qh.short.gy/S416,2025,USAP/UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,8.16,111,23%,7.09,89%,236,Very High,2027,56.6,82%,36.7,81%,82%,70,Firepower High
JOOLA ,Hyperion 3S (16mm),$279.95,N/A,https://a8qh.short.gy/H3S16,2024,UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,7.89,115,49%,6.10,30%,243,Very High,2010,56.6,82%,36.6,74%,78%,70,Firepower High
JOOLA ,Perseus 3S (16mm),$279.95,N/A,https://a8qh.short.gy/P3S16,2024,UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,8,121,85%,6.27,43%,245,High,1983,56.4,75%,36.7,81%,78%,68,Firepower High
Luzz,Glider,$129,PBEFFECT,https://a8qh.short.gy/glid,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,16,5.3,4.15,7.87,107,7%,6.14,34%,236,Very High,2077,56.1,63%,36.2,52%,58%,60,Firepower Balanced
Luzz,Pro Cannon,$109,PBEFFECT,https://a8qh.short.gy/cannon,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,7.9,119,78%,6.21,39%,244,Very High,2076,56.8,88%,36.6,74%,81%,72,Firepower High
Luzz,Pro-4 Inferno,$229,PBEFFECT,https://a8qh.short.gy/inferno,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.5,4.25,7.88,119,78%,6.17,36%,244,Very High,2027,57.1,95%,37.1,93%,94%,80,Firepower Elite
Luzz,Tornazo,$229,PBEFFECT,https://a8qh.short.gy/tornazo,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.5,4.25,7.9,118,70%,6.05,28%,245,Very High,2111,56.9,92%,36.9,86%,89%,76,Firepower High
Mark,One,$159.99,PBEFFECT,https://a8qh.short.gy/One,2024,USAP,Hybrid,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.3,4.125,8.18,119,78%,6.57,64%,242,,,,,,,,,
Mark,OneX,$159.99,PBEFFECT,https://a8qh.short.gy/OneX,2024,USAP,Hybrid,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.75,4.125,7.94,117,63%,6.46,57%,244,,,,,,,,,
Mark,Two,$159.99,PBEFFECT,https://a8qh.short.gy/M2,2024,USAP,Elongated,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.3,4.125,8.24,123,92%,6.66,70%,245,,,,,,,,,
Maverix,Havik-15 All-Court,$180,PBEFFECT,https://a8qh.short.gy/15AC,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,15,5.3,4.125,8.18,118,70%,6.57,64%,239,Medium,1893,55.2,31%,36.1,47%,39%,48,Firepower Control+
Maverix,Havik-15 Pro,$200,PBEFFECT,https://a8qh.short.gy/15Pro,2024,USAP,Elongated,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,15,5.3,4.125,8.23,118,70%,6.46,57%,240,Medium,1889,55.5,38%,36.6,74%,56%,55,Firepower Balanced
Neonic,Flare Prime X,$139.99,PBEFFECT,https://a8qh.short.gy/FPX14,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5.5,4.125,7.77,107,7%,6.75,77%,237,Very High,2003,55.6,41%,35.6,28%,34%,49,Firepower Control+
Neonic,Flare Titanium 16mm,$149.99,PBEFFECT,https://a8qh.short.gy/FT16,2024,USAP,Widebody,Titanium/Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.125,8.15,114,43%,7.06,89%,239,Very High,2015,55.2,31%,35.5,24%,27%,43,Firepower Control+
Neonic,Flow,$129.99,PBEFFECT,https://a8qh.short.gy/Flow,2024,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.2,4.125,8.14,117,63%,6.58,65%,238,Medium,1914,54.2,16%,34.7,8%,12%,24,Firepower Soft
Neonic,Flow Prime X,$139.99,PBEFFECT,https://a8qh.short.gy/NFX,2024,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.125,7.8,111,23%,6.11,31%,240,,,,,,,,,
Neonic,Force,$99.99,PBEFFECT,https://a8qh.short.gy/force16,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.3,4.125,8.06,116,57%,6.35,50%,238,Low,1814,54.3,17%,34.8,8%,12%,26,Firepower Soft
Paddletek,Bantam ALW-C 12.7,$250,N/A,https://a8qh.short.gy/alw12,2024,USAP/UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,Power,12.7,5.25,4.25,7.55,102,1%,6.54,62%,234,Very High,2083,55.7,44%,37.1,93%,68%,62,Firepower Balanced
Paddletek,Bantam ALW-C 14.3,$250,N/A,https://a8qh.short.gy/alw14,2024,USAP/UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,All-Court,14.3,5.25,4.25,7.7,105,4%,6.50,59%,237,Very High,2056,55.4,35%,36.3,59%,47%,52,Firepower Balanced
Paddletek,Bantam ESQ-C 12.7,$250,N/A,https://a8qh.short.gy/esq12,2024,USAP/UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,Power,12.7,5.5,4.25,7.82,103,2%,6.78,79%,236,Very High,2071,55.9,54%,37.2,95%,74%,65,Firepower High
Paddletek,Bantam ESQ-C 14.3,$250,N/A,https://a8qh.short.gy/esq14,2024,USAP/UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,All-Court,14.3,5.5,4.25,7.85,106,6%,6.69,73%,232,Very High,2059,55.6,41%,36.6,74%,57%,57,Firepower Balanced
Paddletek,Bantam GTO-C 12.7,$250,N/A,https://a8qh.short.gy/GTO12,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 1,Power,12.7,5.75,5.75,7.9,118,70%,7.55,99%,247,,,,,,,,,
Paddletek,Bantam GTO-C 14.3,$250,N/A,https://a8qh.short.gy/GTO14,2025,USAP/UPA-A,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 1,All-Court,14.3,5.75,5.75,7.93,117,63%,6.69,73%,244,,,,,,,,,
Paddletek,Bantam TKO-C 12.7,$229.99,N/A,https://a8qh.short.gy/C12.7,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Power,12.7,5.25,4.25,7.78,114,43%,6.60,66%,243,Medium,1903,56.6,82%,37.7,99%,91%,78,Firepower High
Paddletek,Bantam TKO-C 14.3,$229.99,N/A,https://a8qh.short.gy/C14.3,2024,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Power,14.3,5.25,4.25,7.75,115,49%,6.48,58%,245,Medium,1910,56.8,88%,37.4,98%,93%,78,Firepower High
Paddletek,Bantam TKO-CX 12.7,$229.99,N/A,https://a8qh.short.gy/CX12.7,2024,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Power,12.7,5.75,4.25,7.82,117,63%,6.97,86%,247,,,,,,,,,
Paddletek,Bantam TKO-CX 14.3,$229.99,N/A,https://a8qh.short.gy/CX14.3,2024,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Power,14.3,5.75,4.25,8.06,123,92%,7.35,96%,250,,,,,,,,,
Paddletek,Tempest Wave Pro-C,$209.99,N/A,https://a8qh.short.gy/WPro,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,All-Court,14.3,5.25,4.25,7.92,108,10%,6.98,87%,236,Low,1835,54.5,19%,35.7,32%,26%,36,Firepower Control+
Pickleball Apes,Charm S,$199.99,PBEFFECT,https://a8qh.short.gy/charm-s,2025,USAP,Hybrid,Kevlar,Raw Texture/Peel Ply,Gen 4,All-Court,16,5.5,4.25,8.1,115,49%,6.32,48%,240,Very High,2051,56.5,78%,36.3,59%,69%,66,Firepower High
Pickleball Apes,Charm V,$199.99,PBEFFECT,https://a8qh.short.gy/charm-v,2025,USAP,Widebody,Kevlar,Raw Texture/Peel Ply,Gen 4,All-Court,16,5.5,4.25,8.14,111,23%,7.36,97%,236,Very High,2012,56.5,78%,36.4,64%,71%,67,Firepower High
Pickleball Apes,Charm X,$199.99,PBEFFECT,https://a8qh.short.gy/charm-x,2025,USAP,Elongated,Kevlar,Raw Texture/Peel Ply,Gen 4,All-Court,16,5.75,4.25,8.18,124,94%,6.3,46%,246,Very High,2075,56.3,69%,36.5,69%,69%,65,Firepower High
Pickleball Apes,Harmony S,$179.99,PBEFFECT,https://a8qh.short.gy/HAS,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 3,Control,16,5.5,4.25,7.9,114,43%,6.25,42%,240,,,,,,,,,
Pickleball Apes,Harmony V,$179.99,PBEFFECT,https://a8qh.short.gy/HAV,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,Control,16,5.5,4.25,7.9,109,14%,7.23,93%,234,,,,,,,,,
Pickleball Apes,Harmony X,$179.99,PBEFFECT,https://a8qh.short.gy/HAX,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Control,16,5.75,4.25,8,120,82%,6.12,32%,245,Very High,2035,53.7,10%,35.5,24%,17%,24,Firepower Soft
Pickleball Apes,Pro Line Energy,$149.99,PBEFFECT,https://a8qh.short.gy/ApesE,2023,USAP,Extra-elongated,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,Power,16.5,6.25,4.25,8.16,127,98%,5.89,18%,248,,,54.9,23%,,,,,
Pickleball Apes,Pro Line Energy S,$169.99,PBEFFECT,https://a8qh.short.gy/ApesES,2023,USAP,Hybrid,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16.5,5.5,4.25,8.1,116,57%,6.26,43%,238,,,52,1%,,,,,
Pickleball Apes,Pulse E,$199.99,PBEFFECT,https://a8qh.short.gy/PulseE ,2024,USAP,Extra-elongated,Kevlar/Nylon,Raw Texture/Peel Ply,Gen 3,All-Court,16.5,6.25,4.25,8.26,127,98%,5.89,18%,247,High,1986,55.7,44%,35.9,37%,41%,53,Firepower Balanced
Pickleball Apes,Pulse S,$199.99,PBEFFECT,https://a8qh.short.gy/PulseS ,2024,USAP,Hybrid,Kevlar/Nylon,Raw Texture/Peel Ply,Gen 3,All-Court,16.5,5.5,4.25,7.98,114,43%,6.24,41%,240,High,1971,54.9,23%,36.2,52%,38%,45,Firepower Control+
Pickleball Apes,Pulse V,$199.99,PBEFFECT,https://a8qh.short.gy/PulseV ,2024,USAP,Widebody,Kevlar/Nylon,Raw Texture/Peel Ply,Gen 3,All-Court,16.5,5.5,4.25,8.13,112,29%,7.37,97%,237,High,1978,54.7,21%,36.1,47%,34%,41,Firepower Control+
Pickleball Apes,Pulse X,$199.99,PBEFFECT,https://a8qh.short.gy/PulseX,2025,USAP,Elongated,Kevlar,Raw Texture/Peel Ply,Gen 3,All-Court,16,5.5,4.25,8.1,121,85%,6.14,34%,245,,,,,,,,,
PIKKL,Hurricane Pro 14mm,$159.99,PBEFFECT,https://a8qh.short.gy/HP14,2024,USAP/UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,Control,14,5.5,4.25,7.83,108,10%,6.67,71%,237,High,1979,53.1,6%,35.5,24%,15%,16,Firepower Soft
PIKKL,Hurricane Pro 16mm,$159.99,PBEFFECT,https://a8qh.short.gy/H16,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.25,7.9,111,23%,6.95,86%,238,High,1991,52.8,2%,35.3,18%,10%,11,Firepower Soft
PIKKL,Vantage Pro 14mm,$139.99,PBEFFECT,https://a8qh.short.gy/VP14,2023,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,Control,14,5.3,4.25,8.04,115,49%,6.28,44%,236,High,1998,53.2,6%,,,,,
PIKKL,Vantage Pro 16mm,$139.99,PBEFFECT,https://a8qh.short.gy/VP16,2023,USAP/UPA-A,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.3,4.25,8.4,121,85%,6.69,73%,237,High,1996,53.7,10%,,,,,
Prokennex,Black Ace 14,$279,PBEFFECT,https://a8qh.short.gy/BA14,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1.5/Edgeless,All-Court,14,5.3,4,7.8,102,1%,6.57,64%,224,Very High,2042,54.9,23%,37.1,93%,58%,51,Firepower Balanced
Prokennex,Black Ace 16,$279,PBEFFECT,https://a8qh.short.gy/BA16,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1.5/Edgeless,Control,16,5.3,4,8,109,14%,6.92,85%,234,Very High,2056,55.4,35%,36.3,59%,47%,52,Firepower Balanced
Prokennex,Black Ace LG 14,$279,PBEFFECT,https://a8qh.short.gy/LG14,2024,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1.5/Edgeless,Power,14,5.9,4,7.8,107,7%,5.60,7%,229,Very High,2056,55.7,44%,37.1,93%,68%,62,Firepower Balanced
Prokennex,Black Ace XF 14,$279,PBEFFECT,https://a8qh.short.gy/XF14,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1.5/Edgeless,All-Court,14,5.1,4,7.8,101,1%,5.40,3%,221,High,1993,54.7,21%,36.4,64%,42%,43,Firepower Control+
Proton,Project Flamingo,$280,N/A,https://a8qh.short.gy/PF,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,15,5.25,4.25,8.16,121,85%,6.78,79%,242,High,1982,55.9,54%,37.4,98%,76%,66,Firepower High
Proton,Project Peacock,$280,N/A,https://a8qh.short.gy/pp,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,15,5.25,4.25,8,116,57%,6.27,43%,243,Very High,2093,56.8,88%,36.9,86%,87%,75,Firepower High
Proton,Series 1 Type A Elongated 11mm,$280,PBEFFECT,https://a8qh.short.gy/S1AE11,2024,USAP,Elongated,Carbon,Nanotak,Gen 1,,11,5.5,4.25,8.14,124,94%,5.91,21%,247,,,,,,,,,
Proton,Series 1 Type A Elongated 15mm,$280,PBEFFECT,https://a8qh.short.gy/1AE15,2024,USAP,Elongated,Carbon,Nanotak,Gen 1,,15,5.5,4.25,8.6,135,100%,6.52,60%,251,High,1938,55.9,54%,35.9,37%,45%,55,Firepower Balanced
Proton,Series 1 Type A Square Shape 11mm,$280,PBEFFECT,https://a8qh.short.gy/1AS11,2024,USAP,Widebody,Carbon,Nanotak,Gen 1,,11,5.25,4.25,7.96,114,43%,6.59,66%,242,High,2000,54.4,18%,36.1,47%,32%,37,Firepower Control+
Proton,Series 2,$220,PBEFFECT,https://a8qh.short.gy/S2,2024,USAP,Hybrid,Carbon,Paint Grit,Gen 1/Edgeless,,15,5.375,4.25,8.38,121,85%,5.92,22%,240,,,,,,,,,
Proton,Series 3,$250,PBEFFECT,https://a8qh.short.gy/S3,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,,16,5.3,4.25,8.2,124,94%,6.88,83%,245,,,,,,,,,
Proton,Series 4,$300,PBEFFECT,https://a8qh.short.gy/S4,2024,USAP,Elongated,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2/Edgeless,,16,5.3,4.25,7.8,111,23%,5.51,5%,237,High,1944,54.9,23%,34.6,6%,14%,33,Firepower Soft
ProXR,Sweet Spot 13,$210,PBEFFECT,https://a8qh.short.gy/SP13,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,,13,5.25,4,8.1,115,49%,6.99,87%,238,,,,,,,,,
ProXR,Zane Navtratil Signature,$209.99,PBEFFECT,https://a8qh.short.gy/zn14,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1.5,All-Court,14,6,4,8.24,115,49%,5.71,11%,233,,,,,,,,,
Reload,RLD-1,$200,PBEFFECT,https://a8qh.short.gy/Reload,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.125,8.17,122,88%,6.37,52%,245,High,1973,55.5,38%,35.1,16%,27%,44,Firepower Control+
Rev,Zeus,$149,PBEFFECT,https://a8qh.short.gy/ZEUS,2024,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,Power,14,5.25,4.2,8,113,35%,6.35,50%,239,,,,,,,,,
Revolin,Drift Pure,$174.99,PBEFFECT,https://a8qh.short.gy/RDP,2025,USAP,Widebody,Bio Flex,Raw Texture/Peel Ply,Gen 1,All-Court,16,5,4.25,8.08,109,14%,6.55,63%,232,Very High,2072,55.6,41%,35.9,37%,39%,52,Firepower Balanced
Revolin,Drift Reach,$174.99,PBEFFECT,https://a8qh.short.gy/RDR,2025,USAP,Elongated,Bio Flex,Raw Texture/Peel Ply,Gen 1,All-Court,16,5.5,4.25,8.23,118,70%,5.72,11%,237,High,1980,55.7,44%,36.1,47%,46%,54,Firepower Balanced
Revolin,Revo Pro Pure,$219.99,PBEFFECT,https://a8qh.short.gy/Pure,2024,USAP,Widebody,Lava Rock,Raw Texture/Peel Ply,Gen 1,Power,16,5.25,4.25,8,103,2%,6.53,61%,226,High,1958,56,58%,37.1,93%,75%,66,Firepower High
Revolin,Revo Pro Reach,$219.99,PBEFFECT,https://a8qh.short.gy/Reach,2024,USAP,Elongated,Lava Rock,Raw Texture/Peel Ply,Gen 1,Power,16,5.5,4.25,7.91,109,14%,5.59,7%,233,Medium,1851,56.3,69%,36.9,86%,78%,68,Firepower High
Ronbus,Pulsar FX.R1,$180,PBEFFECT,https://a8qh.short.gy/R1FX,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.125,8.21,120,82%,6.23,40%,243,Medium,1907,55,26%,35.9,37%,32%,44,Firepower Control+
Ronbus,Pulsar FX.R2,$180,PBEFFECT,https://a8qh.short.gy/R2FX,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.125,8.18,113,35%,7.05,89%,237,Medium,1900,54.9,23%,35.5,24%,23%,39,Firepower Control+
Ronbus,Pulsar FX.R3,$180,PBEFFECT,https://a8qh.short.gy/R3FX,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.125,8.22,123,92%,6.27,43%,245,High,1946,55.4,35%,35.6,28%,32%,47,Firepower Control+
Ronbus,Quanta R1,$119,PBEFFECT,https://a8qh.short.gy/QR1,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.5,4.125,7.65,107,7%,5.60,7%,236,,,,,,,,,
Ronbus,Quanta R2,$119,PBEFFECT,https://a8qh.short.gy/QR2,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.5,4.125,7.68,103,2%,6.25,42%,232,,,,,,,,,
Ronbus,Quanta R3,$119,PBEFFECT,https://a8qh.short.gy/QR3,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.5,4.125,7.69,113,35%,5.64,9%,240,,,,,,,,,
Ronbus,Quanta R4,$119,PBEFFECT,https://a8qh.short.gy/QR4,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.5,4.125,7.7,105,4%,5.90,19%,235,Very High,2065,56.5,78%,37,90%,84%,71,Firepower High
Ronbus,Quanta R5,$119,PBEFFECT,https://a8qh.short.gy/QR5,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.5,4.125,7.7,103,2%,6.15,35%,232,Very High,2110,56.6,82%,36.9,86%,84%,72,Firepower High
Ronbus,R1 Nova,$180,PBEFFECT,https://a8qh.short.gy/R1Nova,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.125,8.14,118,70%,6.00,25%,242,Medium,1883,54.4,18%,34.2,3%,10%,23,Firepower Soft
Ronbus,R1 Pulsar,$170,PBEFFECT,https://a8qh.short.gy/R1P,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.125,7.87,114,43%,6.12,32%,237,,,,,,,,,
Ronbus,R1.16,$120,PBEFFECT,https://a8qh.short.gy/R1.16,2022,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,5.5,4.125,7.96,118,70%,6.11,31%,242,High,1950,53.7,10%,33.7,1%,6%,11,Firepower Soft
Ronbus,R3 Nova,$180,PBEFFECT,https://a8qh.short.gy/R3N,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.125,8.07,120,82%,6.04,28%,245,,,55,26%,34.8,8%,17%,36,Firepower Control+
Ronbus,R3 Pulsar,$170,PBEFFECT,https://a8qh.short.gy/R3P,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.125,7.98,122,88%,6.15,35%,245,Medium,1903,55.2,31%,35.4,20%,26%,43,Firepower Control+
Ronbus,R3.16,$120,PBEFFECT,https://a8qh.short.gy/R3.16,2022,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,5.5,4.125,7.73,119,78%,5.84,16%,247,,,,,,,,,
Ronbus,Ripple V2 R1.14,$280,PBEFFECT,https://a8qh.short.gy/rip1v2,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4.125,8.2,128,99%,5.88,17%,250,Very High,2023,57.6,98%,36.6,74%,86%,83,Firepower Elite
Ronbus,Ripple V2 R2.14,$280,PBEFFECT,https://a8qh.short.gy/ripr2v2,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4.125,8.2,119,78%,6.60,66%,244,Very High,2005,56.9,92%,37.2,95%,94%,78,Firepower High
Ronbus,Ripple V2 R4.14,$280,PBEFFECT,https://a8qh.short.gy/ripr4v2,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4.125,8,118,70%,5.90,19%,245,Very High,2015,57,94%,37,90%,92%,78,Firepower High
RPM,Friction Pro Elongated 14,$249.99,PBEFFECT,https://a8qh.short.gy/rpme14,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4,7.81,115,49%,6,25%,242,Very High,2121,56.2,67%,36.5,69%,68%,64,Firepower Balanced
RPM,Friction Pro Elongated 16,$249.99,PBEFFECT,https://a8qh.short.gy/rpme,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,7.9,117,63%,6.14,34%,243,Very High,2106,56.6,82%,36.7,81%,82%,70,Firepower High
RPM,Friction Pro Widebody 14,$249.99,PBEFFECT,https://a8qh.short.gy/rmpw,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4,7.93,110,18%,7.1,90%,237,Very High,2035,56,58%,36.2,52%,55%,59,Firepower Balanced
RPM,Friction Pro Widebody 16,$249.99,PBEFFECT,https://a8qh.short.gy/rmpw,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,7.95,110,18%,7.24,94%,236,Very High,2109,56.3,69%,36.3,59%,64%,64,Firepower Balanced
Selkirk,Amped Epic Control,$160,INF-BRAYDONU,https://a8qh.short.gy/AmpE,2024,USAP,Widebody,Carbon,Paint Grit,Gen 1,Control,16,5.25,4.25,8,105,4%,6.54,62%,230,,,,,,,,,
Selkirk,Amped Epic Pro Air,$180,INF-BRAYDONU,https://a8qh.short.gy/APE,2024,USAP,Widebody,Fiberglass,Paint Grit,Gen 1.5/Edgeless,Power,16,5.25,4.25,7.97,112,29%,6.87,83%,240,Medium,1909,55.1,29%,36.1,47%,38%,46,Firepower Control+
Selkirk,Amped Invikta Pro Air,$180,INF-BRAYDONU,https://a8qh.short.gy/API,2024,USAP,Elongated,Fiberglass,Paint Grit,Gen 1.5/Edgeless,Power,16,5.25,4.25,7.86,118,70%,5.90,19%,246,Medium,1895,55.5,38%,36.3,59%,49%,53,Firepower Balanced
Selkirk,Boomstick Elongated,$333,INF-BRAYDONU,https://a8qh.short.gy/BSE,2025,USAP,Elongated,Carbon,Durable Texture,Gen 4,Power,16,5.8,4.25,8.4,121,85%,6.92,85%,239,High,1989,57.1,95%,37.3,97%,96%,81,Firepower Elite
Selkirk,Boomstick Widebody,$333,INF-BRAYDONU,https://a8qh.short.gy/BSW,2025,USAP,Widebody,Carbon,Durable Texture,Gen 4,Power,16,5.6,4.25,8.3,113,35%,7.72,100%,233,High,1980,56.8,88%,37.2,95%,91%,77,Firepower High
Selkirk,Luxx Control Air Epic,$250,INF-BRAYDONU,https://a8qh.short.gy/LEpic,2023,USAP,Widebody,Carbon,Paint Grit,Gen 1.5/Edgeless,Control,20,5.25,4.25,8.08,112,29%,6.35,50%,238,Medium,1873,51.2,0%,33.1,1%,1%,0,Firepower Soft
Selkirk,Luxx Control Air Invikta,$250,INF-BRAYDONU,https://a8qh.short.gy/LInvikta,2023,USAP,Elongated,Carbon,Paint Grit,Gen 1.5/Edgeless,Control,20,5.25,4.25,7.96,115,49%,5.78,12%,242,Medium,1858,52,1%,33.2,1%,1%,0,Firepower Soft
Selkirk,Luxx Control Air Invikta Infinigrit,$280,INF-BRAYDONU,https://a8qh.short.gy/Luxxi,2025,USAP,Elongated,Carbon,Paint Grit,Gen 2,Control,19,5.5,4.25,8.05,117,63%,5.83,15%,243,High,1993,54.2,16%,35.3,18%,17%,29,Firepower Soft
Selkirk,Luxx Control Air S2,$250,INF-BRAYDONU,https://a8qh.short.gy/LS2,2023,USAP,Widebody,Carbon,Paint Grit,Gen 1.5/Edgeless,Control,20,4.5,4.25,8.17,107,7%,7.13,91%,233,Medium,1870,50.3,0%,32.9,0%,0%,0,Firepower Soft
Selkirk,Power Air Epic,$249.99,INF-BRAYDONU,https://a8qh.short.gy/EAir,2022,USAP,Widebody,Fiberglass,Paint Grit,Gen 1.5/Edgeless,Power,13,5.25,4.25,8.04,104,3%,6.35,50%,229,Medium,1884,53.2,6%,36.6,74%,40%,25,Firepower Soft
Selkirk,Power Air Invikta,$249.99,INF-BRAYDONU,https://a8qh.short.gy/IAir,2022,USAP,Elongated,Fiberglass,Paint Grit,Gen 1.5/Edgeless,Power,13,5.25,4.25,8,112,29%,5.62,8%,237,Medium,1894,53.5,9%,36.5,69%,39%,28,Firepower Soft
