Brand,Paddle Name,Price,Discount Code,Link to Paddle,Year Released,Approval Body,Shape,Face Material,Grit Type,Build Style,Paddle Type,Core Thickness (mm),Grip Length (in),Grip Size (in),Weight (oz),Swingweight,Swingweight Percentile,Twistweight,Twistweight Percentile,Balance Point (mm),Spin Rating,Spin (RPM),Power (MPH),Power Percentile,Pop (MPH),Pop Percentile,Firepower Percentile,Firepower Z,Firepower Z Tier
F+B,Runout E,$200,PBEFFECT,https://a8qh.short.gy/ROE,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1.5,All-Court,12.7,5.5,4.1,8,114,43%,5.76,11%,239,Very High,2001,56,58%,35.9,37%,48%,57,Firepower Balanced
F+B,Runout H,$200,PBEFFECT,https://a8qh.short.gy/ROH,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 1.5,All-Court,12.7,5.5,4.1,8.1,113,35%,6.25,42%,237,Very High,2010,55.7,44%,36,42%,43%,54,Firepower Balanced
F+B,Runout S,$200,PBEFFECT,https://a8qh.short.gy/ROS,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1.5,All-Court,12.7,5.5,4.1,8.18,110,18%,6.65,69%,234,Very High,2018,55.4,35%,36.2,52%,44%,51,Firepower Balanced
Franklin,C45 Dynasty 14,$229.99,PBEFFECT,https://a8qh.short.gy/45D14,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.6,4.3,7.9,117,63%,5.94,22%,231,Very High,2068,56.6,82%,36.4,64%,73%,68,Firepower High
Franklin,C45 Dynasty 16,$229.99,PBEFFECT,https://a8qh.short.gy/45D16,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.6,4.3,7.8,117,63%,5.94,22%,232,Very High,2034,56.4,75%,35.9,37%,56%,62,Firepower Balanced
Franklin,C45 Hybrid,$229.99,PBEFFECT,https://a8qh.short.gy/C45,2025,USAP/UPA-A,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,14,5.5,4.125,7.55,106,6%,5.6,7%,237,High,1982,54.8,22%,35.3,18%,20%,37,Firepower Control+
Franklin,C45 Parris Todd,$229.99,PBEFFECT,https://a8qh.short.gy/pt,2025,USAP/UPA-A,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 3,,13.25,,4.125,7.5,104,3%,5.47,5%,234,,,,,,,,,
Franklin,C45 Tempo 14,$229.99,PBEFFECT,https://a8qh.short.gy/45T14,2025,USAP/UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,14,5,4.3,7.8,105,4%,6.34,49%,242,Very High,2016,56.1,63%,36,42%,52%,59,Firepower Balanced
Franklin,C45 Tempo 16,$229.99,PBEFFECT,https://a8qh.short.gy/45T16,2025,USAP/UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,16,5,4.3,7.9,105,4%,6.53,61%,243,Very High,2037,55.9,54%,35.8,35%,44%,55,Firepower Balanced
Franklin,Dynasty 12 Feather Weight,$149.99,PBEFFECT,https://a8qh.short.gy/F12,2024,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,12,5.75,4.3,7.25,109,14%,5.70,10%,242,High,1936,55.7,44%,35.2,17%,30%,48,Firepower Control+
Franklin,FS Tour Dynasty (14mm),$150,PBEFFECT,https://a8qh.short.gy/D14,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Power,14,5.6,4.3,8.28,124,94%,6.56,63%,242,High,1975,55.6,41%,35.4,20%,31%,48,Firepower Control+
Franklin,FS Tour Dynasty (16mm),$150,PBEFFECT,https://a8qh.short.gy/D16,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.6,4.3,8.69,134,100%,7.22,93%,246,Medium,1864,56.1,63%,34.4,4%,34%,47,Firepower Control+
Franklin,FS Tour Tempo (14mm),$150,PBEFFECT,https://a8qh.short.gy/T14,2023,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5,4.3,8.47,117,63%,7.23,93%,235,Medium,1920,55.9,54%,35.2,17%,35%,50,Firepower Balanced
Franklin,FS Tour Tempo (16mm),$150,PBEFFECT,https://a8qh.short.gy/T16,2023,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5,4.3,8.9,123,92%,7.68,99%,234,Medium,1925,55.7,44%,33.7,1%,23%,37,Firepower Control+
Friday,Challenger,$89,PBEFFECT,https://a8qh.short.gy/Friday,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.25,7.7,112,29%,5.80,13%,238,Medium,1889,55.7,44%,36.2,52%,48%,55,Firepower Balanced
Friday,Fever,$99,PBEFFECT,https://a8qh.short.gy/Fever,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,7.75,113,35%,5.66,9%,241,Very High,2035,56.3,69%,36.1,47%,58%,62,Firepower Balanced
Friday,Fever 2,$99,PBEFFECT,https://a8qh.short.gy/Fever102,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,16,5.5,4.25,8.03,112,29%,6.95,86%,238,Very High,2015,55.9,54%,35.6,28%,41%,53,Firepower Balanced
Friday,Original,$69,PBEFFECT,https://a8qh.short.gy/Friday,2024,USAP,Hybrid,Carbon,Paint Grit,Gen 2,All-Court,16,5.5,4.25,8.2,118,70%,6.29,45%,239,Medium,1926,56.3,69%,35.3,18%,44%,56,Firepower Balanced
Gamma,RCF-Airbender 16,$199.99,PBEFFECT,https://a8qh.short.gy/Bender,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.3,4.125,8.45,118,70%,5.80,13%,,Medium,1896,54.9,23%,34.9,12%,17%,35,Firepower Control+
Gamma,RCF-Obsidian 10,$159.99,PBEFFECT,https://a8qh.short.gy/O10,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,10,5.75,4.125,7.9,116,57%,5.87,17%,243,Low,1813,55,26%,36.1,47%,37%,45,Firepower Control+
Gamma,RCF-Obsidian 13,$159.99,PBEFFECT,https://a8qh.short.gy/O13,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,13,5.75,4.125,8.03,116,57%,6.18,37%,240,Medium,1893,54.4,18%,34.8,8%,13%,28,Firepower Soft
Gamma,RCF-Obsidian 16,$159.99,PBEFFECT,https://a8qh.short.gy/O16,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.75,4.125,8.13,120,82%,6.53,61%,244,Medium,1897,55.2,31%,34.6,6%,18%,37,Firepower Control+
Gearbox,CX14H Ultimate Power,$249.99,N/A,https://a8qh.short.gy/CX14U,2023,USAP,Widebody,Carbon,Paint Grit,Gen 1/Edgeless,All-Court,14,5.5,4,8.5,96,0%,5.31,2%,203,,,,,,,,,
Gearbox,GX2 Elongated,$269.99,PBEFFECT,https://a8qh.short.gy/GX2E,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,No Gen,All-Court,16,5.5,4.125,7.94,120,82%,5.65,9%,250,Very High,2047,56,58%,36.1,47%,53%,58,Firepower Balanced
Gearbox,GX2 Hyper,$269.99,PBEFFECT,https://a8qh.short.gy/GX2H,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,No Gen,All-Court,16,5.5,4.125,8,109,14%,6.51,60%,240,Very High,2009,55.4,35%,36.1,47%,41%,50,Firepower Balanced
Gearbox,GX2 Integra XL,$269.99,PBEFFECT,https://a8qh.short.gy/GX2I,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,No Gen,All-Court,16,5.5,4.125,7.91,118,70%,5.69,10%,248,Very High,2025,55.9,54%,35.9,37%,45%,55,Firepower Balanced
Gearbox,GX2 Power Elongated,$279.99,PBEFFECT,https://a8qh.short.gy/GX2PE,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,No Gen,Power,16,5.5,4.125,8,118,70%,6.22,40%,246,Very High,2021,56.9,92%,36.5,69%,80%,73,Firepower High
Gearbox,GX2 Power Hybrid,$279.99,PBEFFECT,https://a8qh.short.gy/GX2PH,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,No Gen,Power,16,5.5,4.125,7.9,113,35%,6.66,70%,242,Very High,2049,56.8,88%,36.6,74%,81%,72,Firepower High
Gearbox,Pro Control Elongated,$274.99,N/A,https://a8qh.short.gy/PCE,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3/Edgeless,All-Court,14,5.5,4,8.07,123,92%,5.01,0%,247,Medium,1914,54.1,14%,34.2,3%,8%,19,Firepower Soft
Gearbox,Pro Control Integra,$274.99,N/A,https://a8qh.short.gy/PCF,2023,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3/Edgeless,All-Court,14,5.5,4,7.95,116,57%,5.12,1%,246,High,1954,53.9,12%,34.8,8%,10%,21,Firepower Soft
Gearbox,Pro Power Elongated,$274.99,N/A,https://a8qh.short.gy/PPE,2023,Unapproved,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3/Edgeless,Power,14,5.5,4,7.88,121,85%,5.16,1%,248,High,1986,57.4,97%,36.9,86%,92%,82,Firepower Elite
Gearbox,Pro Power Integra,$274.99,N/A,https://a8qh.short.gy/PPF,2023,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3/Edgeless,Power,14,5.5,4,7.98,114,43%,4.96,0%,241,High,1951,56.1,63%,36.1,47%,55%,60,Firepower Balanced
Gearbox,Pro Ultimate Elongated 14,$275,N/A,https://a8qh.short.gy/gpu14,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3/Edgeless,Power,14,5.5,4,8.05,125,97%,5.34,3%,255,High,1993,56.8,88%,36,42%,65%,68,Firepower High
Gearbox,Pro Ultimate Elongated 16,$274.99,N/A,https://a8qh.short.gy/GPU,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3/Edgeless,Power,16,5.5,4,8,124,94%,5.38,3%,256,High,1987,56.8,88%,35.9,37%,62%,67,Firepower High
Gearbox,Pro Ultimate Hyper,$274.99,N/A,https://a8qh.short.gy/PUH,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3/Edgeless,Power,16,5.25,4,8,115,49%,6.36,51%,248,High,1986,56.1,63%,36.6,74%,68%,63,Firepower Balanced
Gherkin,Draco,$179.99,PBEFFECT,https://a8qh.short.gy/draco,2026,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.5,4.25,8,113,35%,6.66,70%,235,Very High,2062,56.8,88%,37,90%,89%,75,Firepower High
Gherkin,Nightshade E,$135,PBEFFECT,https://a8qh.short.gy/nse,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5.5,4.125,7.9,116,57%,6.01,26%,242,,,,,,,,,
Gherkin,Nightshade H,$135,PBEFFECT,https://a8qh.short.gy/nsh,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5.5,4.125,7.98,113,35%,6.15,35%,238,Very High,2007,54.6,20%,36.2,52%,36%,41,Firepower Control+
Gherkin,Wraith E,$135,PBEFFECT,https://a8qh.short.gy/wraithE,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,16,5.5,4.25,8,116,57%,5.96,24%,241,Very High,2061,56.7,86%,36.2,52%,69%,68,Firepower High
Gherkin,Wraith H ,$135,PBEFFECT,https://a8qh.short.gy/wraithH,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,16,5.5,4.25,8,111,23%,6.1,30%,236,Very High,2035,56.7,86%,36.4,64%,75%,70,Firepower High
Gherkin,Wraith S,$135,PBEFFECT,https://a8qh.short.gy/wraithS,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,16,5.5,4.25,7.96,107,7%,6.5,59%,232,Very High,2043,56.6,82%,36.5,69%,76%,69,Firepower High
Gruvn,LAZR-16S,$169.99,PBEFFECT,https://a8qh.short.gy/L16S,2024,USAP,Hybrid,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.4,4.125,8,108,10%,7.13,91%,234,,,,,,,,,
Gruvn,LAZR-16X,$169.99,PBEFFECT,https://a8qh.short.gy/L16X,2024,USAP,Hybrid,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.125,8,118,70%,6.41,55%,241,,,,,,,,,
Gruvn,LAZR-16X Full Foam,$169,PBEFFECT,https://a8qh.short.gy/lfm,2026,USAP,Elongated,Kevlar,Raw Texture/Peel Ply,Gen 4,Power,16,5.5,4.125,7.98,118,70%,6.34,49%,245,Very High,2023,56.6,82%,36.5,69%,76%,69,Firepower High
Gruvn,MUVN-13S,$159,PBEFFECT,https://a8qh.short.gy/M13S,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,13,5.5,4.125,7.9,100,0%,6.40,53%,224,,,,,,,,,
Gruvn,MUVN-16HD Full Foam,$169,PBEFFECT,https://a8qh.short.gy/mff,2026,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.5,4.125,8.2,115,49%,6.67,71%,240,Very High,2031,55.3,34%,35.8,35%,35%,47,Firepower Control+
Head,Boom Tour EX,$200,N/A,https://a8qh.short.gy/BoomT,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Power,11,5.5,4.125,7.84,116,57%,5.46,4%,244,Very High,2074,56.5,78%,38.2,100%,89%,80,Firepower Elite
Head,Radical Nite,$219,N/A,https://a8qh.short.gy/Nite,2024,USAP,Elongated,Carbon,Paint Grit,Gen 2,Control,15,5.5,4.125,8.11,115,49%,5.91,21%,236,,,,,,,,,
Head,Tour Radical Raw EX,$169.95,N/A,https://a8qh.short.gy/EXRaw,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Control,15,5.5,4.125,8.17,115,49%,5.56,6%,236,,,,,,,,,
Holbrook,Aero Metallic TI (16mm),$219.99,PBEFFECT,https://a8qh.short.gy/PAM ,2024,USAP,Elongated,Titanium/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.25,7.95,117,63%,5.85,16%,240,High,1982,55.3,34%,35.5,24%,29%,45,Firepower Control+
Holbrook,Aero S (16mm),$199.99,PBEFFECT,https://a8qh.short.gy/AS16 ,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5,4.25,7.8,105,4%,6.63,68%,232,,,,,,,,,
Holbrook,Aero T (14mm),$199.99,PBEFFECT,https://a8qh.short.gy/AT14 ,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5.5,4.25,7.8,115,49%,5.70,10%,241,High,1968,55.7,44%,36.3,59%,52%,56,Firepower Balanced
Holbrook,Aero T (16mm),$199.99,PBEFFECT,https://a8qh.short.gy/AT16 ,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.25,7.81,113,35%,5.69,10%,238,Very High,2016,55.9,54%,36.2,52%,53%,58,Firepower Balanced
Holbrook,Aero X (14mm),$199.99,PBEFFECT,https://a8qh.short.gy/AX14 ,2024,USAP,Elongated ,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5.25,4.25,7.8,112,29%,5.83,15%,239,High,1974,55.2,31%,36.2,52%,42%,49,Firepower Control+
Holbrook,Aero X (16mm),$199.99,PBEFFECT,https://a8qh.short.gy/AX16 ,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.25,4.25,7.82,113,35%,5.82,14%,238,High,1974,55.8,50%,36.1,47%,49%,56,Firepower Balanced
Holbrook,Arma S,$279.99,PBEFFECT,https://a8qh.short.gy/AS,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,,4.25,8.1,112,29%,7.11,91%,236,,,,,,,,,
Holbrook,Arma T,$279.99,PBEFFECT,https://a8qh.short.gy/AT,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4.25,8,117,63%,6.23,40%,242,,,,,,,,,
Holbrook,Arma X,$279.99,PBEFFECT,https://a8qh.short.gy/AX,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,,4.25,8.2,118,70%,6.38,52%,240,,,,,,,,,
Holbrook,Mav Pro,$219.99,PBEFFECT,https://a8qh.short.gy/MP,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,13,5.5,4.25,8.17,123,92%,6.10,30%,245,,,,,,,,,
Holbrook,Power Pro,$219.99,PBEFFECT,https://a8qh.short.gy/HP,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.25,8.03,121,85%,6.39,52%,241,,,,,,,,,
Holbrook,Pro Power E,$219.99,PBEFFECT,https://a8qh.short.gy/HPE,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.25,4.25,8.25,122,88%,6.68,73%,241,,,,,,,,,
Honolulu Pickleball,J6CR,$195,PBEFFECT,https://a8qh.short.gy/J6CR,2026,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,6,4.25,8,112,29%,6.22,40%,236,Very High,2048,56.7,86%,36.7,81%,83%,72,Firepower High
Honolulu Pickleball,J2FC+,$195,PBEFFECT,https://a8qh.short.gy/NFC+,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.3,4.125,8,111,23%,6.7,74%,235,Very High,2002,56.3,69%,36.5,69%,69%,65,Firepower High
Honolulu Pickleball,J2NF,$195,PBEFFECT,https://a8qh.short.gy/J2NFC,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.3,4.125,7.95,110,18%,6.67,71%,236,Very High,2054,56.1,63%,36.2,52%,58%,60,Firepower Balanced
Honolulu Pickleball,J2NF LH,$195,PBEFFECT,https://a8qh.short.gy/NFLH,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,6,4.125,8,109,14%,6.60,66%,235,Very High,2060,56.2,67%,36.3,59%,63%,62,Firepower Balanced
Honolulu Pickleball,J2NFK,$195,PBEFFECT,https://a8qh.short.gy/J2NFK,2025,USAP,Hybrid,Kevlar,Raw Texture/Peel Ply,Gen 4,Power,16,5.3,4.125,8.1,112,29%,6.81,80%,236,Very High,2041,56.4,75%,36.3,59%,67%,65,Firepower High
Honolulu Pickleball,J2NFT,$195,PBEFFECT,https://a8qh.short.gy/J2NFT,2025,USAP,Hybrid,Titanium/Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.3,4.125,8.3,114,43%,6.89,84%,236,Very High,2084,56.3,69%,36,42%,56%,61,Firepower Balanced
Honolulu Pickleball,J3NF,$195,PBEFFECT,https://a8qh.short.gy/J3NF,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,6,4.125,7.98,110,18%,6.7,74%,235,Very High,2073,56.3,69%,36.5,69%,69%,65,Firepower High
Honolulu Pickleball,J6FC+,$195,PBEFFECT,https://a8qh.short.gy/j6fc,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,6,4.25,8.13,118,70%,6.6,66%,239,,,,,,,,,
Honolulu Pickleball,J6NF,$195,PBEFFECT,https://a8qh.short.gy/J6NF,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,6,4.25,8.1,118,70%,6.57,64%,240,Very High,2050,56.3,69%,36.4,64%,67%,64,Firepower Balanced
Honolulu Pickleball,J7NF,$195,PBEFFECT,https://a8qh.short.gy/J7NF,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,6,4.125,8,116,57%,5.91,21%,239,,,,,,,,,
Honolulu Pickleball,Sword & Shield J2,$145,PBEFFECT,https://a8qh.short.gy/J2,2024,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.125,7.95,110,18%,6.81,80%,236,,,,,,,,,
Honolulu Pickleball,Sword & Shield J2K,$155,PBEFFECT,https://a8qh.short.gy/J2K,2024,USAP,Hybrid,Kevlar ,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.125,8.22,115,49%,7.10,90%,237,High,1948,55.1,29%,36.4,64%,46%,49,Firepower Control+
Honolulu Pickleball,Sword & Shield J2K+,$165,PBEFFECT,https://a8qh.short.gy/J2K+,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,16,5.5,4.125,8.26,115,49%,7.10,90%,238,High,1983,55,26%,36,42%,34%,44,Firepower Control+
Honolulu Pickleball,Sword & Shield J2Ti,$155,PBEFFECT,https://a8qh.short.gy/J2Ti,2024,USAP,Hybrid,Titanium/Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.125,8.05,111,23%,6.60,66%,235,,,,,,,,,
Honolulu Pickleball,Sword & Shield J2Ti+,$165,PBEFFECT,https://a8qh.short.gy/J2Ti+,2025,USAP,Hybrid,Titanium/Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,16,5.5,4.125,8.3,116,57%,7.16,92%,239,,,,,,,,,
Honolulu Pickleball,Sword & Shield J3k,$155,PBEFFECT,https://a8qh.short.gy/J3K,2024,USAP,Widebody,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,6,4.125,8.28,117,63%,7.22,93%,239,,,,,,,,,
Honolulu Pickleball,Sword & Shield J7K,$155,PBEFFECT,https://a8qh.short.gy/J7K,2024,USAP,Extra-elongated,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,Power,16,6,4.125,8.25,123,92%,6.36,51%,242,,,,,,,,,
Hudef,Mage Pro,$99,PBEFFECT,https://a8qh.short.gy/Mage,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.35,4,7.77,113,35%,6.13,33%,241,,,,,,,,,
Hudef,Viva Pro Gen 2,$129.99,PBEFFECT,https://a8qh.short.gy/VGEN2,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.125,8.06,125,97%,6.43,55%,251,Medium,1854,55.5,38%,35.4,20%,29%,47,Firepower Control+
Hudef,Viva Pro Gen 3,$169.99,PBEFFECT,https://a8qh.short.gy/G3,2024,USAP,Elongated,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.125,7.76,119,78%,6.16,36%,250,,,,,,,,,
JOOLA,Agassi Edge (16mm),$99.95,N/A,https://a8qh.short.gy/AE16,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,5.5,4.25,7.8,109,14%,5.47,5%,236,,,,,,,,,
JOOLA,Agassi Pro (14mm),$279.95,N/A,https://a8qh.short.gy/AP14,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4.125,8.1,116,57%,6.02,27%,240,Very High,2026,56.4,75%,36.8,83%,79%,69,Firepower High
JOOLA,Agassi Pro (16mm),$279.95,N/A,https://a8qh.short.gy/ap16,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,8.17,117,63%,6.14,34%,238,Very High,2014,,,,,,,
JOOLA,Hyperion 3S (14mm),$279.95,N/A,https://a8qh.short.gy/3SH14,2024,UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4.125,7.85,115,49%,6.01,26%,245,High,1967,55.9,54%,36.2,52%,53%,58,Firepower Balanced
JOOLA,Hyperion 3S (16mm),$279.95,N/A,https://a8qh.short.gy/3SH16,2024,UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,7.9,115,49%,6.12,32%,244,High,1989,57.2,96%,36.9,86%,91%,80,Firepower Elite
JOOLA,Magnus 3S (14mm),$279.95,N/A,https://a8qh.short.gy/3SM14,2024,UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5,4.125,7.9,113,35%,6.13,33%,240,,,,,,,,,
JOOLA,Magnus 3S (16mm),$275,N/A,https://a8qh.short.gy/Mag14,2024,UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,8.14,118,70%,6.45,56%,242,High,1949,,,,,,,
JOOLA,Mod TA-15 (16mm),$279.95,N/A,https://a8qh.short.gy/Mod16,2024,Unapproved,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,7.84,116,57%,6.10,30%,244,Very High,2014,57.8,99%,37.2,95%,97%,90,Firepower Elite
JOOLA,Mod-TA-15 (14mm),$279.95,N/A,https://a8qh.short.gy/mod14,2024,Unapproved,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4.125,7.56,112,29%,5.77,12%,243,Very High,2044,58.4,100%,37.9,99%,100%,100,Firepower Elite
JOOLA,Perseus (14 mm),$249.99,N/A,https://a8qh.short.gy/P14,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Power,14,5.5,4.125,7.93,121,85%,5.77,12%,247,,,,,,,,,
JOOLA,Perseus (16 mm),$249.99,N/A,https://a8qh.short.gy/P16,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.25,7.85,117,63%,5.87,17%,244,Low,1818,52.8,2%,34.8,8%,5%,7,Firepower Soft
JOOLA,Perseus 3S (14mm),$279.95,N/A,https://a8qh.short.gy/3SP14,2024,UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4.125,7.9,117,63%,6.00,25%,244,,,56.4,75%,37,90%,82%,70,Firepower High
JOOLA,Perseus Pro IV (14mm),$279.95,N/A,https://a8qh.short.gy/PP14,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4.125,7.95,116,57%,6.08,29%,241,High,1964,56.1,63%,37.1,93%,78%,67,Firepower High
JOOLA,Perseus Pro IV (16mm),$279.95,N/A,https://a8qh.short.gy/PP416,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.5,4.25,8.2,118,70%,6.29,45%,242,High,1971,56.5,78%,36.9,86%,82%,71,Firepower High
JOOLA,Scorpeus (14 mm),$249.99,N/A,https://a8qh.short.gy/S14,2023,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5.25,4.125,7.65,108,10%,6.45,56%,238,Medium,1856,52.8,2%,35.6,28%,15%,13,Firepower Soft
JOOLA,Scorpeus (16 mm),$249.99,N/A,https://a8qh.short.gy/S16,2023,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.25,4.25,8.02,113,35%,6.86,83%,238,Low,1845,52.6,2%,34.6,6%,4%,3,Firepower Soft
JOOLA,Scorpeus 3S (14mm),$279.95,N/A,https://a8qh.short.gy/3SS14,2024,UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,Power,14,5.5,4.125,7.85,111,23%,6.78,79%,240,Very High,2068,56,58%,36.5,69%,64%,61,Firepower Balanced
